"var","species","median","qmin","qmax"
"2019","Somatochlora_arctica",-0.50171,-0.74098,-0.26903
"2020","Somatochlora_arctica",-0.704,-0.92388,-0.49778
"2021","Somatochlora_arctica",-0.54264,-0.74857,-0.33814
"2022","Somatochlora_arctica",-0.69151,-0.91329,-0.46893
"2023","Somatochlora_arctica",-0.75345,-0.98208,-0.53955
"clc_artificial_prop","Somatochlora_arctica",-0.23093,-0.44426,-0.01412
"clc_agriculture_prop","Somatochlora_arctica",-0.04548,-0.31824,0.23944
"clc_forest_prop","Somatochlora_arctica",1.09676,0.87434,1.31792
"clc_vegetation_prop","Somatochlora_arctica",-0.25274,-0.53612,-0.00837
"clc_bare_prop","Somatochlora_arctica",-0.78122,-1.04759,-0.53517
"clc_coastal_wetland_prop","Somatochlora_arctica",-0.29791,-0.85346,0.10811
"clc_wetland_prop","Somatochlora_arctica",0.52564,0.37552,0.66416
"clc_river_prop","Somatochlora_arctica",0.01868,-0.16724,0.15504
"bio10_temp_warmQ_dC","Somatochlora_arctica",-4.55264,-5.16331,-3.97469
"bio12_annual_prec_mm","Somatochlora_arctica",1.57115,1.27241,1.86477
"bio4_sd_temp","Somatochlora_arctica",1.59714,1.33409,1.87761
"bio10_temp_warmQ_dC2","Somatochlora_arctica",-0.07353,-0.52967,0.37371
"bio12_annual_prec_mm2","Somatochlora_arctica",-0.14861,-0.23032,-0.06228
"bio4_sd_temp2","Somatochlora_arctica",-0.35936,-0.52123,-0.20545
"2000","Somatochlora_flavomaculata",-0.17541,-0.53879,0.1699
"2001","Somatochlora_flavomaculata",-0.11764,-0.44277,0.23731
"2002","Somatochlora_flavomaculata",0.7086,0.39451,1.02699
"2003","Somatochlora_flavomaculata",0.39898,0.12298,0.67868
"2004","Somatochlora_flavomaculata",-0.07959,-0.36345,0.21229
"2005","Somatochlora_flavomaculata",0.68091,0.42467,0.94726
"2006","Somatochlora_flavomaculata",0.36404,0.11701,0.61579
"2007","Somatochlora_flavomaculata",0.07724,-0.15712,0.32877
"2008","Somatochlora_flavomaculata",0.5833,0.37494,0.79747
"2009","Somatochlora_flavomaculata",0.60044,0.42032,0.78013
"2010","Somatochlora_flavomaculata",0.25323,0.07808,0.43083
"2011","Somatochlora_flavomaculata",0.18801,0.00373,0.36511
"2012","Somatochlora_flavomaculata",0.29071,0.14324,0.44406
"2013","Somatochlora_flavomaculata",0.17693,0.01609,0.33347
"2014","Somatochlora_flavomaculata",0.22149,0.06526,0.37894
"2015","Somatochlora_flavomaculata",0.01433,-0.13999,0.17432
"2016","Somatochlora_flavomaculata",-0.4828,-0.6271,-0.33606
"2017","Somatochlora_flavomaculata",-0.01247,-0.1717,0.14139
"2018","Somatochlora_flavomaculata",-0.00159,-0.137,0.14652
"2019","Somatochlora_flavomaculata",-0.38486,-0.53136,-0.22662
"2020","Somatochlora_flavomaculata",-0.5788,-0.73067,-0.42366
"2021","Somatochlora_flavomaculata",-0.51858,-0.66817,-0.37275
"2022","Somatochlora_flavomaculata",-0.60986,-0.78227,-0.45125
"2023","Somatochlora_flavomaculata",-0.80358,-0.97643,-0.63415
"clc_artificial_prop","Somatochlora_flavomaculata",-0.05591,-0.20615,0.09651
"clc_agriculture_prop","Somatochlora_flavomaculata",-0.76188,-0.94642,-0.56295
"clc_forest_prop","Somatochlora_flavomaculata",0.65123,0.45049,0.81816
"clc_vegetation_prop","Somatochlora_flavomaculata",-1.22386,-1.51823,-0.9418
"clc_bare_prop","Somatochlora_flavomaculata",0.57362,0.16788,0.96473
"clc_coastal_wetland_prop","Somatochlora_flavomaculata",0.12662,-0.03706,0.27909
"clc_wetland_prop","Somatochlora_flavomaculata",0.78854,0.6112,1.00692
"clc_river_prop","Somatochlora_flavomaculata",-0.09241,-0.23371,0.04444
"bio10_temp_warmQ_dC","Somatochlora_flavomaculata",1.60436,1.25448,1.96758
"bio12_annual_prec_mm","Somatochlora_flavomaculata",0.54737,0.27808,0.80452
"bio4_sd_temp","Somatochlora_flavomaculata",2.35432,2.0579,2.65117
"bio10_temp_warmQ_dC2","Somatochlora_flavomaculata",-2.16411,-2.48944,-1.83428
"bio12_annual_prec_mm2","Somatochlora_flavomaculata",-0.01461,-0.1485,0.11488
"bio4_sd_temp2","Somatochlora_flavomaculata",-1.08158,-1.28858,-0.87582
"2000","Somatochlora_meridionalis",-0.58312,-2.36989,1.12022
"2001","Somatochlora_meridionalis",-1.38384,-3.08737,0.24445
"2002","Somatochlora_meridionalis",1.04032,-0.16607,2.40031
"2003","Somatochlora_meridionalis",-0.36232,-1.7067,1.12429
"2004","Somatochlora_meridionalis",-0.98431,-2.5955,0.42653
"2005","Somatochlora_meridionalis",0.29528,-1.04297,1.58464
"2006","Somatochlora_meridionalis",0.48126,-0.7058,1.61144
"2007","Somatochlora_meridionalis",0.04959,-1.07936,1.15065
"2008","Somatochlora_meridionalis",-0.38328,-1.70055,0.87887
"2009","Somatochlora_meridionalis",0.14622,-0.88309,1.13535
"2010","Somatochlora_meridionalis",0.35466,-0.45744,1.13835
"2011","Somatochlora_meridionalis",0.31508,-0.53641,1.07559
"2012","Somatochlora_meridionalis",1.18063,0.49851,1.80347
"2013","Somatochlora_meridionalis",1.00392,0.38949,1.68427
"2014","Somatochlora_meridionalis",0.69648,-0.02257,1.39279
"2015","Somatochlora_meridionalis",0.55436,-0.12005,1.17224
"2016","Somatochlora_meridionalis",-0.72033,-1.60318,0.06979
"2017","Somatochlora_meridionalis",-0.18085,-0.83454,0.44486
"2018","Somatochlora_meridionalis",-0.67914,-1.36554,-0.04115
"2019","Somatochlora_meridionalis",0.24528,-0.35933,0.79995
"2020","Somatochlora_meridionalis",-0.04072,-0.58458,0.52178
"2021","Somatochlora_meridionalis",-0.07598,-0.64302,0.46296
"2022","Somatochlora_meridionalis",-0.00937,-0.58559,0.53804
"2023","Somatochlora_meridionalis",-0.46016,-1.05152,0.12737
"clc_artificial_prop","Somatochlora_meridionalis",-0.84342,-1.56582,-0.18348
"clc_agriculture_prop","Somatochlora_meridionalis",0.27465,-0.61786,1.38378
"clc_forest_prop","Somatochlora_meridionalis",2.407,1.55604,3.40854
"clc_vegetation_prop","Somatochlora_meridionalis",0.21326,-0.65198,1.13228
"clc_bare_prop","Somatochlora_meridionalis",1.77558,0.54846,2.86375
"clc_coastal_wetland_prop","Somatochlora_meridionalis",-0.8799,-3.66241,0.39522
"clc_wetland_prop","Somatochlora_meridionalis",-2.38788,-4.07048,-0.74387
"clc_river_prop","Somatochlora_meridionalis",-0.34926,-1.10634,0.26638
"bio10_temp_warmQ_dC","Somatochlora_meridionalis",11.82961,9.74497,14.12357
"bio12_annual_prec_mm","Somatochlora_meridionalis",4.34203,3.24806,5.44913
"bio4_sd_temp","Somatochlora_meridionalis",5.72485,4.64689,6.98114
"bio10_temp_warmQ_dC2","Somatochlora_meridionalis",-3.57362,-4.82232,-2.48752
"bio12_annual_prec_mm2","Somatochlora_meridionalis",-0.26798,-0.72402,0.09642
"bio4_sd_temp2","Somatochlora_meridionalis",0.04993,-1.05965,1.07609
"2000","Somatochlora_metallica",0.65474,0.43573,0.89484
"2001","Somatochlora_metallica",0.92878,0.71297,1.14641
"2002","Somatochlora_metallica",0.3393,0.125,0.53716
"2003","Somatochlora_metallica",1.12678,0.95434,1.29409
"2004","Somatochlora_metallica",0.30565,0.11995,0.48586
"2005","Somatochlora_metallica",0.78464,0.62139,0.96151
"2006","Somatochlora_metallica",0.1131,-0.04258,0.2643
"2007","Somatochlora_metallica",0.44633,0.30528,0.60012
"2008","Somatochlora_metallica",0.17449,0.0438,0.30464
"2009","Somatochlora_metallica",0.2406,0.12102,0.36405
"2010","Somatochlora_metallica",0.14522,0.03571,0.25877
"2011","Somatochlora_metallica",0.34521,0.24537,0.45351
"2012","Somatochlora_metallica",0.07485,-0.0232,0.1751
"2013","Somatochlora_metallica",-0.0407,-0.14342,0.05839
"2014","Somatochlora_metallica",-0.07434,-0.1792,0.0217
"2015","Somatochlora_metallica",-0.0652,-0.16097,0.03674
"2016","Somatochlora_metallica",-0.46992,-0.56888,-0.36637
"2017","Somatochlora_metallica",-0.25689,-0.35351,-0.1627
"2018","Somatochlora_metallica",-0.21527,-0.31229,-0.12336
"2019","Somatochlora_metallica",-0.59159,-0.69124,-0.49198
"2020","Somatochlora_metallica",-0.55371,-0.65401,-0.45899
"2021","Somatochlora_metallica",-0.68576,-0.7926,-0.58393
"2022","Somatochlora_metallica",-0.83645,-0.94534,-0.72671
"2023","Somatochlora_metallica",-0.91259,-1.02453,-0.80393
"clc_artificial_prop","Somatochlora_metallica",-0.06846,-0.17569,0.03279
"clc_agriculture_prop","Somatochlora_metallica",0.83032,0.70126,0.97395
"clc_forest_prop","Somatochlora_metallica",0.8449,0.71205,0.97566
"clc_vegetation_prop","Somatochlora_metallica",-0.93237,-1.11613,-0.74883
"clc_bare_prop","Somatochlora_metallica",-1.20366,-1.41729,-1.00267
"clc_coastal_wetland_prop","Somatochlora_metallica",-0.03254,-0.17663,0.09475
"clc_wetland_prop","Somatochlora_metallica",0.59768,0.47291,0.7355
"clc_river_prop","Somatochlora_metallica",-0.03501,-0.13925,0.05656
"bio10_temp_warmQ_dC","Somatochlora_metallica",-3.19625,-3.44454,-2.93593
"bio12_annual_prec_mm","Somatochlora_metallica",-0.08589,-0.28642,0.10874
"bio4_sd_temp","Somatochlora_metallica",3.21667,3.01546,3.41753
"bio10_temp_warmQ_dC2","Somatochlora_metallica",-0.0248,-0.23753,0.17633
"bio12_annual_prec_mm2","Somatochlora_metallica",0.19493,0.12952,0.26655
"bio4_sd_temp2","Somatochlora_metallica",-0.86684,-1.00856,-0.71943
"2000","Stylurus_flavipes",-0.68466,-1.42113,-0.034
"2001","Stylurus_flavipes",0.3931,-0.08403,0.87612
"2002","Stylurus_flavipes",0.4629,-0.02514,0.95543
"2003","Stylurus_flavipes",0.30831,-0.11132,0.71317
"2004","Stylurus_flavipes",-0.53414,-1.03898,-0.04594
"2005","Stylurus_flavipes",-0.50322,-0.97038,-0.04321
"2006","Stylurus_flavipes",0.29921,-0.09168,0.66575
"2007","Stylurus_flavipes",-0.1345,-0.50259,0.2382
"2008","Stylurus_flavipes",-0.14985,-0.5162,0.20512
"2009","Stylurus_flavipes",0.08606,-0.2326,0.38941
"2010","Stylurus_flavipes",-0.0095,-0.3308,0.28994
"2011","Stylurus_flavipes",0.49528,0.22654,0.75433
"2012","Stylurus_flavipes",0.4857,0.22181,0.72399
"2013","Stylurus_flavipes",0.08118,-0.18524,0.34411
"2014","Stylurus_flavipes",0.11387,-0.13045,0.36906
"2015","Stylurus_flavipes",0.32638,0.08932,0.58132
"2016","Stylurus_flavipes",0.60782,0.37642,0.84472
"2017","Stylurus_flavipes",0.47938,0.23101,0.72742
"2018","Stylurus_flavipes",0.02097,-0.2399,0.28493
"2019","Stylurus_flavipes",0.13679,-0.1376,0.39332
"2020","Stylurus_flavipes",-0.13207,-0.41654,0.13859
"2021","Stylurus_flavipes",-0.70168,-1.01447,-0.38811
"2022","Stylurus_flavipes",-0.3738,-0.69188,-0.05904
"2023","Stylurus_flavipes",-0.47796,-0.79056,-0.16356
"clc_artificial_prop","Stylurus_flavipes",0.41108,0.16783,0.7208
"clc_agriculture_prop","Stylurus_flavipes",1.19225,0.62026,1.8959
"clc_forest_prop","Stylurus_flavipes",-0.77791,-1.40908,-0.07342
"clc_vegetation_prop","Stylurus_flavipes",-0.80093,-1.58568,-0.01839
"clc_bare_prop","Stylurus_flavipes",-0.86151,-3.41143,0.86853
"clc_coastal_wetland_prop","Stylurus_flavipes",0.13872,-0.21525,0.49223
"clc_wetland_prop","Stylurus_flavipes",-0.12403,-0.70597,0.4617
"clc_river_prop","Stylurus_flavipes",1.0083,0.5116,1.1893
"bio10_temp_warmQ_dC","Stylurus_flavipes",5.78581,4.59616,7.0764
"bio12_annual_prec_mm","Stylurus_flavipes",-0.66853,-1.35768,-0.04485
"bio4_sd_temp","Stylurus_flavipes",2.67711,2.17262,3.21841
"bio10_temp_warmQ_dC2","Stylurus_flavipes",-3.19993,-3.98529,-2.53596
"bio12_annual_prec_mm2","Stylurus_flavipes",-0.48421,-1.24798,0.17726
"bio4_sd_temp2","Stylurus_flavipes",-0.01022,-0.6459,0.54128
"2000","Sympecma_fusca",-0.15756,-0.3129,0.04355
"2001","Sympecma_fusca",-0.79933,-0.99478,-0.64197
"2002","Sympecma_fusca",-0.51925,-0.6802,-0.37219
"2003","Sympecma_fusca",-0.53168,-0.71847,-0.39034
"2004","Sympecma_fusca",-0.12969,-0.24675,-0.00268
"2005","Sympecma_fusca",-0.16056,-0.28597,-0.01945
"2006","Sympecma_fusca",-0.292,-0.41748,-0.13964
"2007","Sympecma_fusca",0.27339,0.18581,0.36656
"2008","Sympecma_fusca",-0.01046,-0.09479,0.08177
"2009","Sympecma_fusca",-0.24606,-0.37934,-0.13223
"2010","Sympecma_fusca",0.06803,-0.00405,0.14485
"2011","Sympecma_fusca",-0.18869,-0.32328,-0.0778
"2012","Sympecma_fusca",0.00701,-0.08504,0.0788
"2013","Sympecma_fusca",0.27585,0.21673,0.34624
"2014","Sympecma_fusca",0.52736,0.47094,0.57847
"2015","Sympecma_fusca",-0.05896,-0.15945,0.02065
"2016","Sympecma_fusca",-0.10361,-0.19838,-0.027
"2017","Sympecma_fusca",0.19017,0.12688,0.25039
"2018","Sympecma_fusca",-0.00489,-0.08459,0.0602
"2019","Sympecma_fusca",0.51948,0.43831,0.62886
"2020","Sympecma_fusca",0.32516,0.26965,0.40075
"2021","Sympecma_fusca",0.70314,0.5572,0.86695
"2022","Sympecma_fusca",0.16484,0.07897,0.27962
"2023","Sympecma_fusca",0.00105,-0.07458,0.09312
"clc_artificial_prop","Sympecma_fusca",0.00141,-0.09462,0.08005
"clc_agriculture_prop","Sympecma_fusca",-0.17259,-0.29363,-0.07064
"clc_forest_prop","Sympecma_fusca",-0.24407,-0.33767,-0.17269
"clc_vegetation_prop","Sympecma_fusca",-0.26758,-0.36361,-0.16421
"clc_bare_prop","Sympecma_fusca",0.97684,0.75627,1.30517
"clc_coastal_wetland_prop","Sympecma_fusca",-0.1184,-0.18292,-0.06345
"clc_wetland_prop","Sympecma_fusca",-0.23715,-0.37576,-0.13346
"clc_river_prop","Sympecma_fusca",0.04196,-0.00561,0.08735
"bio10_temp_warmQ_dC","Sympecma_fusca",2.48888,2.13195,2.87542
"bio12_annual_prec_mm","Sympecma_fusca",-0.10068,-0.33565,0.07978
"bio4_sd_temp","Sympecma_fusca",0.4944,0.31209,0.73214
"bio10_temp_warmQ_dC2","Sympecma_fusca",-1.49644,-1.75412,-1.25729
"bio12_annual_prec_mm2","Sympecma_fusca",0.01834,-0.0637,0.1086
"bio4_sd_temp2","Sympecma_fusca",-1.28814,-1.42888,-1.16613
"2000","Sympecma_paedisca",-1.91986,-2.73617,-1.15639
"2001","Sympecma_paedisca",-1.01113,-1.75056,-0.29342
"2002","Sympecma_paedisca",-1.44989,-2.13029,-0.7791
"2003","Sympecma_paedisca",-0.50148,-1.05878,0.01818
"2004","Sympecma_paedisca",-0.55814,-1.11164,-0.03322
"2005","Sympecma_paedisca",-0.34049,-0.80455,0.09703
"2006","Sympecma_paedisca",0.12694,-0.25005,0.519
"2007","Sympecma_paedisca",-0.11719,-0.48046,0.23527
"2008","Sympecma_paedisca",0.00586,-0.31469,0.3298
"2009","Sympecma_paedisca",-0.13782,-0.44701,0.17488
"2010","Sympecma_paedisca",0.02594,-0.27882,0.36692
"2011","Sympecma_paedisca",0.10327,-0.21455,0.4204
"2012","Sympecma_paedisca",0.50862,0.22407,0.79972
"2013","Sympecma_paedisca",0.26206,-0.04787,0.55792
"2014","Sympecma_paedisca",0.54288,0.22969,0.85266
"2015","Sympecma_paedisca",0.77536,0.47726,1.08614
"2016","Sympecma_paedisca",0.33619,0.03978,0.64839
"2017","Sympecma_paedisca",0.16892,-0.14644,0.46519
"2018","Sympecma_paedisca",-0.18275,-0.52105,0.12897
"2019","Sympecma_paedisca",0.61431,0.30952,0.93545
"2020","Sympecma_paedisca",0.70789,0.39801,1.00865
"2021","Sympecma_paedisca",0.74594,0.42439,1.07604
"2022","Sympecma_paedisca",0.46795,0.14458,0.82591
"2023","Sympecma_paedisca",0.42266,0.07951,0.7835
"clc_artificial_prop","Sympecma_paedisca",0.82029,0.4098,1.24318
"clc_agriculture_prop","Sympecma_paedisca",1.12432,0.39671,1.98341
"clc_forest_prop","Sympecma_paedisca",0.11937,-0.53268,0.77294
"clc_vegetation_prop","Sympecma_paedisca",-1.05064,-2.35458,0.14087
"clc_bare_prop","Sympecma_paedisca",-0.65325,-2.63755,0.75233
"clc_coastal_wetland_prop","Sympecma_paedisca",0.00211,-1.31805,0.69909
"clc_wetland_prop","Sympecma_paedisca",0.25875,-0.23228,0.75938
"clc_river_prop","Sympecma_paedisca",-0.47918,-1.06917,-0.00235
"bio10_temp_warmQ_dC","Sympecma_paedisca",-0.59345,-1.6468,0.48174
"bio12_annual_prec_mm","Sympecma_paedisca",0.80482,-0.04545,1.74019
"bio4_sd_temp","Sympecma_paedisca",5.62735,4.52652,6.87132
"bio10_temp_warmQ_dC2","Sympecma_paedisca",-1.64318,-2.6243,-0.73376
"bio12_annual_prec_mm2","Sympecma_paedisca",-0.31738,-0.95032,0.13312
"bio4_sd_temp2","Sympecma_paedisca",-1.7414,-2.48733,-1.04902
"2000","Sympetrum_danae",1.01934,0.65558,1.26246
"2001","Sympetrum_danae",0.69632,0.42264,0.93752
"2002","Sympetrum_danae",1.17536,0.73921,1.41387
"2003","Sympetrum_danae",0.88428,0.64384,1.08114
"2004","Sympetrum_danae",0.73433,0.48624,0.9353
"2005","Sympetrum_danae",0.74467,0.54833,0.92462
"2006","Sympetrum_danae",0.35269,0.22571,0.49188
"2007","Sympetrum_danae",0.1245,-0.0286,0.28612
"2008","Sympetrum_danae",0.24734,0.06618,0.38791
"2009","Sympetrum_danae",0.21425,0.11024,0.34298
"2010","Sympetrum_danae",-0.07411,-0.19643,0.06881
"2011","Sympetrum_danae",-0.12091,-0.21734,-0.01981
"2012","Sympetrum_danae",0.72812,0.50249,0.84683
"2013","Sympetrum_danae",1.04131,0.74699,1.15928
"2014","Sympetrum_danae",0.83886,0.46231,0.96143
"2015","Sympetrum_danae",0.00091,-0.11298,0.1082
"2016","Sympetrum_danae",0.05534,-0.0566,0.1715
"2017","Sympetrum_danae",-0.46994,-0.59976,-0.31708
"2018","Sympetrum_danae",-0.90011,-1.03108,-0.68474
"2019","Sympetrum_danae",-1.27346,-1.40683,-0.78928
"2020","Sympetrum_danae",-1.2891,-1.4314,-0.91551
"2021","Sympetrum_danae",-0.899,-1.03424,-0.59089
"2022","Sympetrum_danae",-1.27968,-1.43105,-0.91138
"2023","Sympetrum_danae",-1.60857,-1.76293,-1.14907
"clc_artificial_prop","Sympetrum_danae",0.33572,0.21417,0.47433
"clc_agriculture_prop","Sympetrum_danae",-0.05713,-0.22026,0.09977
"clc_forest_prop","Sympetrum_danae",0.32663,0.10316,0.52732
"clc_vegetation_prop","Sympetrum_danae",-0.25843,-0.52136,0.00596
"clc_bare_prop","Sympetrum_danae",-2.08918,-2.49948,-1.10625
"clc_coastal_wetland_prop","Sympetrum_danae",0.11885,0.00527,0.23944
"clc_wetland_prop","Sympetrum_danae",1.50145,0.6921,1.74047
"clc_river_prop","Sympetrum_danae",0.12485,0.03232,0.23468
"bio10_temp_warmQ_dC","Sympetrum_danae",-9.12385,-9.72604,-6.83868
"bio12_annual_prec_mm","Sympetrum_danae",0.01334,-0.26308,0.34579
"bio4_sd_temp","Sympetrum_danae",1.92316,1.04,2.30808
"bio10_temp_warmQ_dC2","Sympetrum_danae",-0.76826,-1.28748,-0.20207
"bio12_annual_prec_mm2","Sympetrum_danae",0.07539,-0.0493,0.19374
"bio4_sd_temp2","Sympetrum_danae",0.12263,-0.15719,0.37739
"2000","Sympetrum_depressiusculum",-0.56453,-1.17262,-0.02595
"2001","Sympetrum_depressiusculum",-1.12057,-1.76564,-0.4894
"2002","Sympetrum_depressiusculum",-0.29486,-0.85618,0.20076
"2003","Sympetrum_depressiusculum",0.2568,-0.21513,0.73456
"2004","Sympetrum_depressiusculum",-0.67669,-1.22688,-0.10369
"2005","Sympetrum_depressiusculum",-1.18971,-1.84392,-0.5888
"2006","Sympetrum_depressiusculum",-0.52176,-1.04556,-0.08089
"2007","Sympetrum_depressiusculum",-0.21961,-0.64733,0.17117
"2008","Sympetrum_depressiusculum",0.42883,0.01785,0.84425
"2009","Sympetrum_depressiusculum",-0.22697,-0.57771,0.15209
"2010","Sympetrum_depressiusculum",-0.10796,-0.46346,0.22523
"2011","Sympetrum_depressiusculum",0.09605,-0.19134,0.40501
"2012","Sympetrum_depressiusculum",0.89161,0.65018,1.15957
"2013","Sympetrum_depressiusculum",0.6847,0.46113,0.93713
"2014","Sympetrum_depressiusculum",0.9232,0.50804,1.2048
"2015","Sympetrum_depressiusculum",0.50362,0.2497,0.77927
"2016","Sympetrum_depressiusculum",0.43694,0.18795,0.66477
"2017","Sympetrum_depressiusculum",0.42237,0.14099,0.74554
"2018","Sympetrum_depressiusculum",0.08815,-0.17203,0.37065
"2019","Sympetrum_depressiusculum",0.14742,-0.11272,0.39816
"2020","Sympetrum_depressiusculum",0.15914,-0.11065,0.45607
"2021","Sympetrum_depressiusculum",0.2182,-0.05695,0.4962
"2022","Sympetrum_depressiusculum",0.14456,-0.17301,0.47812
"2023","Sympetrum_depressiusculum",-0.25278,-0.58613,0.04409
"clc_artificial_prop","Sympetrum_depressiusculum",0.4866,0.26759,0.71772
"clc_agriculture_prop","Sympetrum_depressiusculum",0.131,-0.17386,0.43837
"clc_forest_prop","Sympetrum_depressiusculum",-2.09955,-2.57331,-1.64072
"clc_vegetation_prop","Sympetrum_depressiusculum",0.028,-0.39881,0.46198
"clc_bare_prop","Sympetrum_depressiusculum",0.52542,0.0427,0.96754
"clc_coastal_wetland_prop","Sympetrum_depressiusculum",0.20951,-0.07124,0.45386
"clc_wetland_prop","Sympetrum_depressiusculum",0.50949,0.19168,0.81695
"clc_river_prop","Sympetrum_depressiusculum",0.21857,0.09927,0.33522
"bio10_temp_warmQ_dC","Sympetrum_depressiusculum",1.94084,1.24586,2.63405
"bio12_annual_prec_mm","Sympetrum_depressiusculum",3.92838,3.20449,4.59485
"bio4_sd_temp","Sympetrum_depressiusculum",5.30938,4.45939,6.13652
"bio10_temp_warmQ_dC2","Sympetrum_depressiusculum",-0.84036,-1.34556,-0.38108
"bio12_annual_prec_mm2","Sympetrum_depressiusculum",-1.27149,-1.66856,-0.90612
"bio4_sd_temp2","Sympetrum_depressiusculum",-2.45457,-3.37992,-1.68412
"2000","Sympetrum_flaveolum",0.88689,0.61621,1.1466
"2001","Sympetrum_flaveolum",-0.62153,-0.90378,-0.32525
"2002","Sympetrum_flaveolum",0.40069,0.16068,0.64383
"2003","Sympetrum_flaveolum",1.23237,1.02862,1.4433
"2004","Sympetrum_flaveolum",1.58186,1.3929,1.77336
"2005","Sympetrum_flaveolum",3.29791,3.10389,3.48472
"2006","Sympetrum_flaveolum",2.92295,2.7531,3.0941
"2007","Sympetrum_flaveolum",0.34876,0.15759,0.53041
"2008","Sympetrum_flaveolum",1.55936,1.40997,1.70713
"2009","Sympetrum_flaveolum",0.50239,0.33953,0.65528
"2010","Sympetrum_flaveolum",0.4364,0.27955,0.58789
"2011","Sympetrum_flaveolum",-0.25267,-0.43899,-0.08836
"2012","Sympetrum_flaveolum",-0.78973,-0.97029,-0.60128
"2013","Sympetrum_flaveolum",-0.26583,-0.45157,-0.09026
"2014","Sympetrum_flaveolum",-0.18645,-0.37603,-0.017
"2015","Sympetrum_flaveolum",-0.9128,-1.10066,-0.71017
"2016","Sympetrum_flaveolum",-1.05973,-1.27041,-0.86593
"2017","Sympetrum_flaveolum",-1.36429,-1.58363,-1.15403
"2018","Sympetrum_flaveolum",0.5711,0.42402,0.71973
"2019","Sympetrum_flaveolum",-0.13147,-0.29702,0.0342
"2020","Sympetrum_flaveolum",-1.08873,-1.2652,-0.90111
"2021","Sympetrum_flaveolum",-1.07768,-1.25826,-0.89878
"2022","Sympetrum_flaveolum",-1.88343,-2.08767,-1.68437
"2023","Sympetrum_flaveolum",-2.03712,-2.25973,-1.81746
"clc_artificial_prop","Sympetrum_flaveolum",-0.27377,-0.38155,-0.15875
"clc_agriculture_prop","Sympetrum_flaveolum",-1.05791,-1.21468,-0.90805
"clc_forest_prop","Sympetrum_flaveolum",-0.76183,-0.90055,-0.6231
"clc_vegetation_prop","Sympetrum_flaveolum",0.99428,0.81645,1.15404
"clc_bare_prop","Sympetrum_flaveolum",1.03006,0.81306,1.25388
"clc_coastal_wetland_prop","Sympetrum_flaveolum",0.03095,-0.081,0.14285
"clc_wetland_prop","Sympetrum_flaveolum",0.04755,-0.10777,0.19299
"clc_river_prop","Sympetrum_flaveolum",-0.00365,-0.0819,0.07079
"bio10_temp_warmQ_dC","Sympetrum_flaveolum",-2.51185,-2.83329,-2.21075
"bio12_annual_prec_mm","Sympetrum_flaveolum",-1.29637,-1.55472,-1.04319
"bio4_sd_temp","Sympetrum_flaveolum",2.6181,2.37854,2.84836
"bio10_temp_warmQ_dC2","Sympetrum_flaveolum",-4.02172,-4.37555,-3.6855
"bio12_annual_prec_mm2","Sympetrum_flaveolum",-0.06151,-0.22197,0.08524
"bio4_sd_temp2","Sympetrum_flaveolum",-0.9912,-1.1557,-0.82601
"2000","Sympetrum_fonscolombii",-0.52555,-0.6891,-0.36515
"2001","Sympetrum_fonscolombii",-0.3459,-0.49859,-0.18722
"2002","Sympetrum_fonscolombii",-0.02032,-0.16361,0.11088
"2003","Sympetrum_fonscolombii",0.42842,0.30477,0.53957
"2004","Sympetrum_fonscolombii",-0.83366,-0.98523,-0.67753
"2005","Sympetrum_fonscolombii",-0.8779,-1.01577,-0.7406
"2006","Sympetrum_fonscolombii",0.65739,0.56588,0.7561
"2007","Sympetrum_fonscolombii",1.47771,1.3754,1.57172
"2008","Sympetrum_fonscolombii",-0.66517,-0.78055,-0.55451
"2009","Sympetrum_fonscolombii",0.46086,0.37743,0.54795
"2010","Sympetrum_fonscolombii",-0.63591,-0.73514,-0.52868
"2011","Sympetrum_fonscolombii",-0.51401,-0.60206,-0.4265
"2012","Sympetrum_fonscolombii",0.75936,0.69574,0.82445
"2013","Sympetrum_fonscolombii",0.33029,0.26206,0.40496
"2014","Sympetrum_fonscolombii",-0.40533,-0.475,-0.32937
"2015","Sympetrum_fonscolombii",0.95144,0.89211,1.0133
"2016","Sympetrum_fonscolombii",-0.41371,-0.48856,-0.33673
"2017","Sympetrum_fonscolombii",0.7718,0.71274,0.83432
"2018","Sympetrum_fonscolombii",-0.50069,-0.57582,-0.42936
"2019","Sympetrum_fonscolombii",1.25295,1.18044,1.32147
"2020","Sympetrum_fonscolombii",-0.20029,-0.26685,-0.13819
"2021","Sympetrum_fonscolombii",-0.07754,-0.14768,-0.01225
"2022","Sympetrum_fonscolombii",-0.5839,-0.65566,-0.51576
"2023","Sympetrum_fonscolombii",-0.63655,-0.71638,-0.5639
"clc_artificial_prop","Sympetrum_fonscolombii",0.06648,0.01633,0.11705
"clc_agriculture_prop","Sympetrum_fonscolombii",-0.53893,-0.61231,-0.47356
"clc_forest_prop","Sympetrum_fonscolombii",-0.39399,-0.46761,-0.30885
"clc_vegetation_prop","Sympetrum_fonscolombii",0.43217,0.34617,0.51698
"clc_bare_prop","Sympetrum_fonscolombii",1.07095,0.94719,1.20142
"clc_coastal_wetland_prop","Sympetrum_fonscolombii",0.07753,0.01958,0.12826
"clc_wetland_prop","Sympetrum_fonscolombii",-0.72952,-0.84587,-0.62719
